Date,Open,High,Low,Close,Adj Close,Volume
2018-01-02,7940.000000,8030.000000,7920.000000,7950.000000,7278.461914,7739
2018-01-03,7910.000000,8000.000000,7880.000000,7930.000000,7260.151367,13915
2018-01-04,7920.000000,8140.000000,7920.000000,8060.000000,7379.169922,35524
2018-01-05,8060.000000,8600.000000,7960.000000,8000.000000,7324.238281,153200
2018-01-08,8090.000000,8180.000000,8080.000000,8130.000000,7443.256836,28534
2018-01-09,8160.000000,8170.000000,8050.000000,8070.000000,7388.325195,20152
2018-01-10,8050.000000,8150.000000,8020.000000,8100.000000,7415.790527,11001
2018-01-11,8110.000000,8110.000000,7960.000000,8050.000000,7370.014648,14099
2018-01-12,8070.000000,8070.000000,7910.000000,8030.000000,7351.704102,15916
2018-01-15,8030.000000,8030.000000,7910.000000,8000.000000,7324.238281,16215
2018-01-16,7990.000000,7990.000000,7890.000000,7920.000000,7250.996094,13925
2018-01-17,7930.000000,8040.000000,7830.000000,7830.000000,7168.597656,23590
2018-01-18,7840.000000,7920.000000,7830.000000,7860.000000,7196.063965,18074
2018-01-19,7850.000000,7950.000000,7850.000000,7950.000000,7278.461914,10557
2018-01-22,7960.000000,8020.000000,7950.000000,7960.000000,7287.616699,2869
2018-01-23,8000.000000,8060.000000,7940.000000,8050.000000,7370.014648,9803
2018-01-24,8000.000000,8080.000000,7990.000000,8060.000000,7379.169922,8414
2018-01-25,8060.000000,8240.000000,8050.000000,8140.000000,7452.412598,10073
2018-01-26,8150.000000,8200.000000,8070.000000,8150.000000,7461.567871,18780
2018-01-29,8150.000000,8250.000000,8110.000000,8190.000000,7498.188965,20387
2018-01-30,8190.000000,8230.000000,8150.000000,8180.000000,7489.033203,7177
2018-01-31,8150.000000,8240.000000,8120.000000,8240.000000,7543.964355,23019
2018-02-01,8230.000000,8270.000000,8200.000000,8270.000000,7571.430176,10441
2018-02-02,8270.000000,8300.000000,8190.000000,8260.000000,7562.275879,24840
2018-02-05,8190.000000,8270.000000,8140.000000,8190.000000,7498.188965,14133
2018-02-06,8130.000000,8130.000000,7900.000000,8020.000000,7342.548828,29427
2018-02-07,8100.000000,8100.000000,7940.000000,7940.000000,7269.306152,13631
2018-02-08,7950.000000,8020.000000,7910.000000,7910.000000,7241.840332,8163
2018-02-09,7900.000000,7910.000000,7830.000000,7840.000000,7177.752930,13018
2018-02-12,7940.000000,7980.000000,7850.000000,7940.000000,7269.306152,12653
2018-02-13,8020.000000,8020.000000,7790.000000,7790.000000,7131.976563,33074
2018-02-14,7900.000000,7900.000000,7740.000000,7880.000000,7214.374512,7863
2018-02-19,7880.000000,8040.000000,7880.000000,8010.000000,7333.393066,6060
2018-02-20,7990.000000,8030.000000,7870.000000,7980.000000,7305.926758,8015
2018-02-21,7980.000000,7980.000000,7850.000000,7930.000000,7260.151367,10791
2018-02-22,7960.000000,7960.000000,7820.000000,7880.000000,7214.374512,5519
2018-02-23,7830.000000,7950.000000,7810.000000,7850.000000,7186.908203,16795
2018-02-26,7910.000000,7910.000000,7820.000000,7840.000000,7177.752930,13556
2018-02-27,7860.000000,7860.000000,7750.000000,7790.000000,7131.976563,21350
2018-02-28,7800.000000,7830.000000,7730.000000,7770.000000,7113.666504,14702
2018-03-02,7720.000000,7760.000000,7670.000000,7690.000000,7040.423828,17116
2018-03-05,7780.000000,7780.000000,7600.000000,7600.000000,6958.025879,12649
2018-03-06,7720.000000,7810.000000,7610.000000,7740.000000,7086.200684,4880
2018-03-07,7800.000000,7800.000000,7660.000000,7760.000000,7104.510742,1767
2018-03-08,7800.000000,7800.000000,7690.000000,7760.000000,7104.510742,3539
2018-03-09,7760.000000,7890.000000,7750.000000,7820.000000,7159.442383,1446
2018-03-12,7830.000000,7850.000000,7800.000000,7830.000000,7168.597656,5553
2018-03-13,7830.000000,7840.000000,7740.000000,7820.000000,7159.442383,3356
2018-03-14,7820.000000,7870.000000,7810.000000,7840.000000,7177.752930,7855
2018-03-15,7840.000000,7850.000000,7810.000000,7820.000000,7159.442383,2489
2018-03-16,7850.000000,7850.000000,7810.000000,7840.000000,7177.752930,4992
2018-03-19,7840.000000,7910.000000,7810.000000,7850.000000,7186.908203,4554
2018-03-20,7790.000000,7900.000000,7780.000000,7780.000000,7122.822266,11580
2018-03-21,7760.000000,7890.000000,7740.000000,7800.000000,7141.132324,9493
2018-03-22,7810.000000,7850.000000,7650.000000,7820.000000,7159.442383,5592
2018-03-23,7750.000000,7820.000000,7680.000000,7760.000000,7104.510742,9866
2018-03-26,7700.000000,7810.000000,7700.000000,7790.000000,7131.976563,19280
2018-03-27,7830.000000,7870.000000,7740.000000,7840.000000,7177.752930,3825
2018-03-28,7820.000000,7830.000000,7720.000000,7790.000000,7131.976563,6309
2018-03-29,7840.000000,7840.000000,7730.000000,7810.000000,7150.287598,291
2018-03-30,7820.000000,7910.000000,7760.000000,7880.000000,7214.374512,5030
2018-04-02,7900.000000,7900.000000,7780.000000,7860.000000,7196.063965,8682
2018-04-03,7840.000000,7890.000000,7780.000000,7890.000000,7223.530273,8945
2018-04-04,7890.000000,7890.000000,7740.000000,7780.000000,7122.822266,10049
2018-04-05,7840.000000,7840.000000,7720.000000,7790.000000,7131.976563,3202
2018-04-06,7800.000000,7810.000000,7770.000000,7800.000000,7141.132324,9564
2018-04-09,7890.000000,7890.000000,7710.000000,7800.000000,7141.132324,2241
2018-04-10,7800.000000,7800.000000,7730.000000,7780.000000,7122.822266,1099
2018-04-11,7740.000000,7800.000000,7710.000000,7780.000000,7122.822266,2901
2018-04-12,7740.000000,8000.000000,7740.000000,7970.000000,7296.771973,21525
2018-04-13,7960.000000,7980.000000,7890.000000,7980.000000,7305.926758,5635
2018-04-16,8040.000000,8040.000000,7920.000000,7960.000000,7287.616699,6034
2018-04-17,7900.000000,7950.000000,7770.000000,7830.000000,7168.597656,17727
2018-04-18,7880.000000,7880.000000,7720.000000,7790.000000,7131.976563,12537
2018-04-19,7800.000000,7920.000000,7790.000000,7890.000000,7223.530273,14441
2018-04-20,7890.000000,7950.000000,7850.000000,7920.000000,7250.996094,4672
2018-04-23,7970.000000,8010.000000,7940.000000,7990.000000,7315.083008,14237
2018-04-24,8000.000000,8030.000000,7960.000000,7990.000000,7315.083008,9471
2018-04-25,8010.000000,8090.000000,7940.000000,7990.000000,7315.083008,16109
2018-04-26,8030.000000,8030.000000,7950.000000,7970.000000,7296.771973,3851
2018-04-27,8000.000000,8020.000000,7900.000000,7970.000000,7296.771973,13471
2018-04-30,7980.000000,8090.000000,7950.000000,8070.000000,7388.325195,16075
2018-05-02,8070.000000,8160.000000,8010.000000,8150.000000,7461.567871,22837
2018-05-03,8170.000000,8180.000000,8010.000000,8010.000000,7333.393066,10697
2018-05-04,8010.000000,8100.000000,8010.000000,8080.000000,7397.480957,5603
2018-05-08,8120.000000,8170.000000,8010.000000,8100.000000,7415.790527,18133
2018-05-09,8110.000000,8200.000000,8000.000000,8200.000000,7507.344238,13236
2018-05-10,8240.000000,8240.000000,8030.000000,8140.000000,7452.412598,13925
